Data;Ora;Luogo;Incidenti;Feriti;X;Y
2018-10-02;14:00;VIA BASILE ERNESTO pressi civ. 142;F;1;13,349615;38,103244
2018-10-02;19:30;PIAZZA CAPPUCCINI s.n.c.;C;;13,338897;38,111614
2018-10-04;14:00;VIA NOCE , 124;F;2;13,334094;38,121484
2018-10-04;16:45;VIA LUTHER KING MARTIN , 11;F;2;13,355249;38,147835
2018-10-01;07:45;VIA LANZA DI SCALEA GIUSEPPE in prossimit? di via spadolini;F;1;13,313692;38,170701
2018-10-03;01:30;VIA MALASPINA in prossimit? di via F.Parlatore;F;1;13,342677;38,127236
2018-10-04;16:00;VIALE REGIONE SICILIANA N.O. s.n.c.;F;1;13,331138;38,141353
2018-10-04;17:00;VIA TIRO A SEGNO intersezione VIA ARCHIRAFI;F;1;13,374413;38,108369
2018-10-04;20:00;PIAZZA SETTIMO RUGGERO ,  1;F;1;13,3561;38,124366
2018-10-04;22:30;VIA MARINUZZI ANTONIO intersezione VIA MORTILLARO VINCENZO;F;1;13,365948;38,104401
2018-10-02;17:30;VIALE LEONARDO DA VINCI , 154/A;C;;13,327854;38,128044
2018-10-03;11:30;FORO UMBERTO I pressi gelat. Ilardo;F;1;13,373296;38,11726
2018-10-05;07:00;VIA GALLETTI intersezione con VIA PADRE MASSIMILIANO KOLBE;R;1;13,429522;38,09496
2018-10-05;11:30;VIA PRINCIPE DI PALAGONIA ,  5;F;1;13,337744;38,131917
2018-10-05;12:15;VIA ALLA FALCONARA , 124;F;1;13,299561;38,118994
2018-10-05;16:00;VIA IMPERATORE FEDERICO , 83;F;1;13,35099;38,14644
2018-10-05;20:05;PIAZZA INDIPENDENZA intersezione con VIA CAPPUCCINI;F;1;13,350051;38,11108
2018-10-05;23:50;VIALE DEL FANTE ,  70/C;F;1;13,33389;38,161556
2018-10-06;04:15;VIA SACRA FAMIGLIA , 25;C;;13,335347;38,151778
2018-10-06;04:55;VIA AVERSA TOMMASO intersezione VIA BISAZZA FELICE;F;1;13,337603;38,124595
2018-10-06;07:00;VIA TORRE INGASTONE , 9;C;;13,30072;38,1359
2018-10-06;13:00;VIALE STRASBURGO , 379;F;1;13,32069;38,163432
2018-10-06;21:50;PIAZZA EINSTEIN ALBERT intersezione VIALE LEONARDO DA VINCI;C;;13,329133;38,128544
2018-10-06;21:30;VIA GARZILLI NICCOLO' intersezione con VIA SIRACUSA;C;;13,351418;38,12737
2018-10-07;02:00;VIA RESUTTANA , 247;C;;13,336577;38,152038
2018-10-07;05:30;VIALE REGIONE SICILIANA N.O. , 5969;F;1;13,392424;38,087547
2018-10-07;13:15;VIALE STRASBURGO intersezione con VIA PANTELLERIA;F;1;13,323401;38,159891
2018-10-07;20:05;VIA ROMA , 215;F;1;13,363343;38,1174
2018-10-08;08:10;VIA BERNINI GIAN LORENZO , 28;F;1;13,323508;38,13549
2018-10-08;16:00;VIA PITRE' GIUSEPPE , 121;F;1;13,331711;38,110616
2018-10-08;16:30;VIA LANZA DI SCALEA GIUSEPPE pressi N? CIVICO 1120;R;;13,310822;38,17407
2018-10-03;11:30;VIA MATTEI ENRICO intersezione con VIA DUCROT VITTORIO;C;;13,398373;38,092715
2018-10-08;20:30;VIALE REGIONE SICILIANA N.O. , 2278;R;;13,328804;38,124233
2018-10-08;18:30;VIA JUVARA FILIPPO , 13;F;3;13,349195;38,121179
2018-10-09;08:45;PIAZZA LEONI , 69;C;;13,345283;38,145566
2018-10-09;10:55;CORSO CALATAFIMI , 404;F;1;13,332514;38,103716
2018-10-09;11:15;PIAZZA DON BOSCO altezza (inters.) VIA MARCHESE DI ROCCAFORTE;F;1;13,345574;38,144592
2018-09-28;08:10;VIA AGESIA DI SIRACUSA intersezione VIA CARNERA PRIMO;C;;13,315374;38,181652
2018-10-04;12:30;CORSO DEI MILLE pressi civ. 1419 b;C;;13,422754;38,086459
2018-10-09;12:20;PIAZZA VIRGILIO intersezione con VIA DEL FERVORE;F;1;13,34848;38,123864
2018-10-09;12:00;VIA S.LORENZO , 75/B;F;1;13,329538;38,16028
2018-10-07;17:00;VIA CALA altezza (inters.) VIA CASSARI;C;;13,36697;38,118818
2018-10-03;16:00;VIA NOTARBARTOLO EMANUELE , 24 D;F;1;13,346384;38,132736
2018-10-04;19:40;VIA CATANIA , 126;C;;13,346624;38,126621
2018-10-04;11:15;VIA GUIDO D'AREZZO ,  2;C;;13,332497;38,140159
2018-10-04;17:15;VIA MESSINA MARINE , 488;C;;13,418501;38,097525
2018-10-05;10:25;VIA CALA , 110;C;;13,366849;38,119125
2018-10-09;14:00;VIALE RIZZOTTO PLACIDO ,  55;C;;13,377213;38,094272
2018-10-03;08:00;VIALE LAZIO pressi CIV. 30;C;;13,33817;38,142046
2018-10-08;12:30;VIA RUTELLI MARIO ,  15;C;;13,348121;38,139287
2018-10-09;17:15;VIA PATERNO' EMANUELE , 6;F;2;13,371607;38,103106
2018-10-09;18:20;PIAZZA EINSTEIN ALBERT intersezione con VIALE REGIONE SICILIANA N.O.;R;;13,329781;38,128272
2018-10-09;19:15;VIA CRISPI FRANCESCO ,  260;F;1;13,360648;38,129669
2018-10-09;00:10;VIA ZANCLA LUIGI intersezione con VIA TRICOMI ERNESTO;F;1;13,358114;38,100518
2018-10-10;03:00;VIALE REGIONE SICILIANA N.O. carreggiata centrale DIR TP;F;1;13,330977;38,138398
2018-10-10;07:00;PIAZZA VIGILI DEL FUOCO in direzione di SVINCOLO VIALE REGIONE SICILIANA N.O.;F;1;13,409314;38,091727
2018-10-04;22:00;VIA BERGAMO intersezione VIA JEMMA ROCCO;C;;13,367397;38,103324
2018-10-08;16:45;CORSO CALATAFIMI intersezione VIA ANSELMI ROSINA;F;1;13,328075;38,102172
2018-10-10;08:42;CORSO CALATAFIMI , 20;F;1;13,349113;38,110593
2018-10-09;14:35;VIA S.CIRO , 45;C;;13,343657;38,139232
2018-10-10;16:30;VIA RE FEDERICO altezza (inters.) VIA ZOPPO DI GANGI;F;3;13,347101;38,121789
2018-10-10;18:40;PIAZZA CUPANI FRANCESCO , 1;F;1;13,366614;38,109093
2018-10-11;01:00;VIA MESSINA MONTAGNE a mt. 77 dal civ 8441;C;;13,430438;38,082902
2018-10-11;12:13;VIA UDITORE , 6/g;F;1;13,327935;38,127322
2018-09-12;21:00;VIA BACHELET VITTORIO a mt. .;F;1;13,33525;38,088003
2018-10-11;13:30;VIA RUTELLI MARIO intersezione con VIALE MARCHESE DI VILLABIANCA;F;1;13,348767;38,139716
2018-10-11;13:15;VIA GRAVINA AMMIRAGLIO , 43/A;C;;13,360615;38,125913
2018-10-10;09:45;PIAZZA S.DOMENICO , 12/13;F;1;13,362833;38,118448
2018-07-19;11:30;VIALE ERCOLE altezza (spec.) p.le Matrimoni;C;;13,339516;38,162768
2018-09-28;13:00;VIALE STRASBURGO pressi villa adriana;C;;13,326225;38,157114
2018-10-10;08:05;PIAZZA S.FRANCESCO DI PAOLA , CHIESA;C;;13,352909;38,121487
2018-10-11;17:30;VIALE LAZIO intersezione con VIA SCIUTI GIUSEPPE;C;;13,337343;38,141821
2018-10-10;13:15;VIALE REGIONE SICILIANA N.O. , 478;C;;13,329731;38,107663
2018-10-12;07:50;VIALE LEONARDO DA VINCI intersezione con VIA SILVESTRI IGNAZIO;F;1;13,321215;38,126977
2018-10-12;11:15;VIA CAVALLARI SAVERIO intersezione con VIA TURRISI COLONNA GIUSEPPINA;C;;13,349569;38,126326
2018-10-12;16:15;PIAZZA TONNARA intersezione con VIA S.VINCENZO DE PAOLI;F;4;13,374688;38,152467
2018-10-12;19:50;VIA CAPPUCCINI , 212;C;;13,34026;38,110557
2018-10-12;21:45;PIAZZA UNITA' D'ITALIA altezza (inters.) VIALE;F;1;13,344206;38,13789
2018-10-13;04:00;VIA ROCCELLA GUSTAVO intersezione con VIALE REGIONE SICILIANA;C;;13,343522;38,090552
2018-10-13;10:15;VIA LANZA DI SCALEA GIUSEPPE , 2;F;1;13,307807;38,178931
2018-10-13;12:40;VIA DELLA LIBERTA' intersezione con VIA PRINCIPE DI PATERNO';F;1;13,344766;38,141335
2018-10-13;19:10;VIALE REGIONE SICILIANA S.E. carr. laterale PONTE BONAGIA;F;1;13,35902;38,087351
2018-10-13;22:30;PIAZZA INDIPENDENZA , 14;F;1;13,351054;38,109916
2018-10-13;22:10;VIA ORETO , 343;F;2;13,372156;38,099217
2018-10-13;23:30;VIA BASILE GIOVANBATTISTA F. intersezione con VIA FERRARA FRANCESCO;C;;13,348917;38,124591
2018-10-14;02:00;VIALE MICHELANGELO , 2200;C;;13,307568;38,131697
2018-10-14;05:17;VIA GIAFAR EMIRO in prossimit? di via Brasca;F;1;13,387472;38,093656
2018-10-14;14:30;PIAZZA TOMMASO NATALE , 2;C;;13,288375;38,18847
2018-10-14;21:00;VIALE AMEDEO D'AOSTA intersezione con VIA MESSINA MARINE;C;;13,385917;38,103094
2018-10-14;22:50;VIALE STRASBURGO , 139;C;;13,329881;38,153587
2018-10-15;00:10;VIALE LEONARDO DA VINCI intersezione PIAZZA EINSTEIN ALBERT;C;;13,330173;38,128864
2018-10-14;14:30;PZZA STAZIONE A TOMMASO NATALE , 2;C;;13,287907;38,190229
2018-10-09;12:00;PIAZZA LEONI s.n.c.;C;;13,344564;38,14635
2018-10-15;06:00;VIA SAITTA LONGHI , 90;C;;13,312997;38,090728
2018-10-15;09:05;VIA MINUTILLA SALVATORE altezza (inters.) VIA LA MALFA UGO;C;;13,30229;38,167923
2018-10-15;15:30;VIALE NICOLETTI ROSARIO , 3;F;1;13,295522;38,18909
2018-10-15;16:15;VIALE REGIONE SICILIANA S.E. carr. laterale SVIN PA-SCIACCA;F;1;13,336298;38,095779
2018-10-15;18:15;VIA MESSINA MARINE , 523;F;1;13,410569;38,098067
2018-10-15;21:30;VIA ROCCELLA GUSTAVO , 58;F;2;13,347561;38,094667
2018-10-15;23:50;VIA GERACI MICO , 13;C;;13,360727;38,083915
2018-10-16;07:35;VIA GIANNETTINO LUIGI intersezione VIA PIAVE;F;1;13,351899;38,104773
2018-10-16;02:00;VIA TELESINO ALESSANDRO , 1;C;;13,327225;38,122758
2018-10-16;12:10;VIA BRUNELLESCHI FILIPPO , 17;F;1;13,314171;38,139201
2018-10-16;13:25;VIALE REGIONE SICILIANA N.O. direzione DIR. TP VIA PERPIGNANO;F;2;13,328582;38,119503
2018-10-16;14:20;PIAZZA LEONI intersezione VIA DELL'ARTIGLIERE;C;;13,34371;38,146762
2018-10-12;08:00;VIALE LEONARDO DA VINCI pressi MC DONALD;C;;13,329017;38,128372
2018-10-15;03:00;VIALE MARIA SS. MEDIATRICE , Chiesa;C;;13,334082;38,100941
2018-10-11;15:30;PIAZZA BOIARDO MATTEO MARIA intersezione VILLA NOTARBARTOLO;C;;13,342385;38,131885
2018-10-12;19:30;VIALE LEONARDO DA VINCI intersezione PIAZZA EINSTEIN ALBERT;C;;13,329953;38,12871
2018-10-12;19:30;VIALE LEONARDO DA VINCI intersezione PIAZZA EINSTEIN ALBERT;C;;13,329619;38,128599
2018-10-12;19:30;VIALE LEONARDO DA VINCI pressi P.LE EINSTEIN;C;;13,329724;38,128441
2018-10-15;09:15;VIA VERONESE PAOLO , 5;C;;13,33222;38,134323
2018-10-13;22:30;VIA MESSINA MARINE , 163;C;;13,383711;38,106659
2018-10-16;17:20;VIA PATTI FILIPPO , 40;C;;13,36853;38,123448
2018-10-16;16:20;VIALE DE GASPERI ALCIDE ,  40;F;2;13,336038;38,150009
2018-10-16;19:15;VIA BASILE GIOVANBATTISTA F. , 1E;F;1;13,346665;38,099414
2018-10-16;20:00;VIA CAPPUCCINI , 134;F;1;13,342797;38,110639
2018-10-16;23:30;VIA DEI CANTIERI intersezione con VIA MARVUGLIA VENANZIO;F;1;13,360875;38,136482
2018-10-16;23:45;VIA SERGIO PAPA I intersezione con VIA PIO X PAPA;F;2;13,370616;38,151178
2018-10-12;06:30;VIA TASCA LANZA , 40/A;F;2;13,329475;38,110715
2018-10-12;09:05;VIA NOTARBARTOLO EMANUELE , 7;F;1;13,348143;38,133454
2018-09-26;23:00;VIA SAITTA LONGHI , 96;C;;13,312654;38,090703
2018-10-10;17:20;VIALE CROCE ROSSA pressi via valdemone;C;;13,339965;38,148652
2018-10-15;06:00;VIA CRISPI FRANCESCO , DF 282 E 284;C;;13,360383;38,130068
2018-10-11;10:15;VIALE REGIONE SICILIANA , 1550/1548;C;;13,310079;38,161975
2018-10-17;13:20;VIALE MICHELANGELO altezza (inters.) VIA BADIA;F;1;13,318337;38,136819
2018-10-17;13:20;VIALE MARGHERITA DI SAVOIA pressi CANC. GIUSINO;F;2;13,333888;38,182768
2018-10-17;16:45;VIA RESUTTANA intersezione con VIA ALDISIO SALVATORE;F;2;13,331621;38,156238
2018-10-17;18:45;CORSO CALATAFIMI , 833;F;1;13,325286;38,101138
2018-10-17;21:40;VIA OLIO DI LINO , 4/E;R;;13,325186;38,083703
2018-10-18;06:30;VIALE REGIONE SICILIANA S.E. intersezione con VIA;F;2;13,338771;38,093677
2018-10-10;17:20;VIALE CAMPANIA in prossimit? di via B. Verona;C;;13,339538;38,144016
2018-09-02;23:15;VIA S.CRISTOFORO intersezione VIA LAMPIONELLI;C;;13,364066;38,114268
2018-10-15;08:45;VIALE CLOE intersezione VIA SALINE;C;;13,321714;38,196936
2018-10-16;10:20;VIA CAMPOLO GIOVANNI altezza (spec.) villa;F;1;13,335342;38,128706
2018-10-14;23:00;VIA LO BIANCO GIUSEPPE angolo VIA GUARNA ROMUALDO;C;;13,337425;38,125225
2018-10-18;15:00;VIALE REGIONE SICILIANA S.E. in prossimit? di baby luna;F;3;13,33919;38,093683
2018-10-09;19:00;PIAZZA STURZO LUIGI , 34;C;;13,357932;38,126271
2018-10-10;10:30;VIA CAVOUR CAMILLO ,  155;C;;13,360464;38,121817
2018-10-18;16:20;VIALE MICHELANGELO , 116;F;2;13,329299;38,139237
2018-10-11;11:00;VIALE REGIONE SICILIANA pressi VILLA SERENA;F;1;13,329042;38,121175
2018-10-11;14:50;VIA SERGIO PAPA I , 8;C;;13,370242;38,146923
2018-10-12;19:00;VIALE LAZIO altezza del km 97;C;;13,335471;38,141309
2018-10-12;18:45;PIAZZA BAIDA ,  26;C;;13,305303;38,108293
2018-10-18;08:10;VIA ROMA , 467;F;1;13,359925;38,123507
2018-10-18;18:30;VIALE REGIONE SICILIANA N.O. intersezione con VIA TRABUCCO;F;1;13,317886;38,155403
2018-10-18;20:40;VIA TRINACRIA intersezione con VIA VALDEMONE;F;2;13,338191;38,14789
2018-10-19;00:10;VIA SPEDALIERI NICOLO' intersezione VIA JUVARA ALOISIO;C;;13,361717;38,138707
2018-10-19;07:25;VIA PECORI GIRALDI GUGLIELMO M , 47;F;1;13,398268;38,097773
2018-10-19;08:45;ROTONDA INTRAVAIA DOMENICO intersezione con VIA LUTHER KING MARTIN;F;1;13,354782;38,147662
2018-10-19;09:35;VIA TROINA intersezione con VIA CARNEVALE SALVATORE;F;1;13,359596;38,089711
2018-10-19;12:00;VIA TURRISI NICOLO' ,  52;F;2;13,351093;38,11978
2018-10-19;15:05;VIA UDITORE intersezione con VIA CIMABUE GIOVANNI;F;2;13,325152;38,130307
2018-10-19;16:10;VIA VOLTURNO ,  3;F;1;13,35579;38,120171
2018-10-19;19:10;VIA DELLA LIBERTA' , 56;F;1;13,348508;38,135004
2018-10-19;19:10;VIA NEBRODI(DEI) , 110;F;1;13,327023;38,153259
2018-10-19;23:30;VIA SFERRACAVALLO intersezione con VIA DEL CEDRO;F;1;13,280508;38,195265
2018-10-20;10:20;VIA ARIOSTO LUDOVICO intersezione con VIA SCIUTI GIUSEPPE;F;1;13,342706;38,133181
2018-10-21;00:05;VIA DELLE MADONIE intersezione con VIA NEBRODI(DEI);F;3;13,33108;38,146919
2018-10-21;01:50;VIA FLORIO intersezione con VIA DEI QUARTIERI;F;1;13,326841;38,162081
2018-10-21;04:00;VIA AURISPA GIOVANNI intersezione VIA BIXIO NINO;F;3;13,342062;38,12684
2018-10-20;02:00;VIA CARELLA intersezione con VIA BENTIVEGNA FRANCESCO;F;1;13,360664;38,123203
2018-10-21;16:50;CORSO CALATAFIMI intersezione con VIA MADDALENA UMBERTO;F;2;13,308696;38,094307
2018-10-21;18:15;VIA PAZIENZA intersezione con VIA DIOMEDE;R;;13,318134;38,200102
2018-10-21;19:30;VIA ALTARELLO , 31/B;M;;13,328125;38,110104
2018-10-20;10:30;VIALE LEONARDO DA VINCI , 358;F;1;13,3194;38,126643
2018-10-22;06:55;VIA NINA SICILIANA intersezione con VIA ALEO COSIMO;F;2;13,331919;38,11543
2018-10-20;14:00;VIA TOMMASO NATALE , 145/E;F;2;13,292108;38,183986
2018-10-20;19:30;VIA CIRRINCIONE ANDREA , 4/d;F;1;13,348199;38,143679
2018-10-20;18:40;CORSO DEI MILLE , 1325;F;1;13,413499;38,091076
2018-10-22;07:20;VIA LA FARINA GIUSEPPE intersezione con VIA XX SETTEMBRE;F;1;13,350682;38,129416
2018-10-22;13:55;VIA IMPERATORE FEDERICO , 25;F;1;13,347312;38,145091
2018-10-23;08:00;VIA LODATO GAETANO , fermata metro;F;1;13,358724;38,10501
2018-10-23;13:00;VIA MONTEPELLEGRINO ,  125;F;1;13,358434;38,138971
2018-10-22;21:30;VIALE REGIONE SICILIANA S.E. altezza (spec.) CALATAFIMI;C;;13,330627;38,10318
2018-10-23;14:40;VIA CAPPELLO SALVATORE in prossimit? di chiesa;F;1;13,381395;38,105014
2018-10-08;08:15;VIA PRINCIPE DI PATERNO' altezza (inters.) VIALE GIULIANO BORIS;C;;13,341924;38,14017
2018-10-23;15:30;VIALE GIULIANO BORIS , 12;C;;13,342405;38,139412
2018-10-23;17:45;VIA CASTRIOTA GIORGIO , 20;C;;13,353367;38,13107
2018-10-23;20:00;VIA SELINUNTE intersezione con VIA PIAZZI GIUSEPPE;F;2;13,347252;38,124
2018-10-23;18:45;CORSO CALATAFIMI in prossimit? di via C. Onorato;F;;13,345258;38,109117
2018-10-24;08:10;VIA MESSINA MARINE , 96;F;1;13,38709;38,10601
2018-10-24;08:30;VIA MESSINA MARINE , 96;C;;13,38709;38,10601
2018-10-24;11:00;CORSO CALATAFIMI , 207;F;1;13,346954;38,109939
2018-10-17;17:30;VIA SABOTINO intersezione VIA PASUBIO;F;1;13,343042;38,142219
2018-10-24;10:30;VIA NEBRODI(DEI) altezza (inters.) VIA REINA MICHELE;F;1;13,329871;38,148641
2018-10-20;16:10;CORSO DEI MILLE intersezione VIA LAUDICINA ANTONINO;F;2;13,409848;38,092441
2018-10-23;18:20;VIA LEOPARDI GIACOMO altezza (inters.) VIA ARIOSTO LUDOVICO;C;;13,345718;38,134303
2018-10-22;14:15;VIALE LEONARDO DA VINCI ,  370;C;;13,31918;38,126637
2018-10-16;12:25;PIAZZETTA PORTA GUCCIA , 9;F;1;13,351464;38,117519
2018-10-15;06:30;VIALE AMEDEO D'AOSTA intersezione VIA MESSINA MARINE;C;;13,388088;38,105585
2018-10-24;14:00;VIA PACINOTTI ANTONIO , 53;C;;13,335624;38,127815
2018-10-24;17:00;PIAZZA TREDICI VITTIME intersezione con VIA PATTI FILIPPO;C;;13,365015;38,122767
2018-10-22;08:30;VIA TITONE MICHELE , 22;C;;13,33847;38,108062
2018-10-22;12:00;VIA CARTAGINE ,  12;C;;13,308276;38,124178
2018-10-16;13:50;VIA CATALANO AGOSTINO altezza (spec.) CASERMA TURBA;C;;13,341;38,103609
2018-10-25;01:30;VIA PETRAZZI , 272a;F;1;13,313795;38,133557
2018-10-25;07:20;VIALE REGIONE SICILIANA N.O. , 1541;F;1;13,329351;38,117219
2018-10-25;09:15;VIA BRUNELLESCHI FILIPPO ,  17;F;1;13,314171;38,139201
2018-10-25;10:00;VIALE REGIONE SICILIANA S.E. , 482;F;1;13,333088;38,099345
2018-10-25;10:30;VIA CONTE FEDERICO intersezione con VIA S.CIRO;F;2;13,383192;38,095235
2018-10-25;11:30;VIALE REGIONE SICILIANA N.O. altezza (spec.) P.LE J.LENNON;F;3;13,330031;38,131042
2018-10-25;15:45;VIA ORETO intersezione con VIA LA COLLA FRANCESCO;C;;13,371214;38,100417
2018-10-25;15:40;VIA CARNEVALE SALVATORE , 13;F;1;13,394708;38,098105
2018-10-17;14:40;VIA BASILE ERNESTO , 198;F;2;13,347664;38,100617
2018-10-18;10:45;VIA PACINOTTI ANTONIO , 34;C;;13,335536;38,1292
2018-10-25;16:40;VIA ERRANTE VINCENZO , 37;F;2;13,36248;38,106743
2018-10-25;19:45;VIALE MARCHESE DI VILLABIANCA intersezione VIA DUCA DELLA VERDURA;F;1;13,352213;38,134374
2018-10-25;21:25;VIA LINCOLN intersezione con VIA ARCHIRAFI;F;1;13,370988;38,112762
2018-10-25;22:00;CORSO CALATAFIMI intersezione con VIA PONZIANO ROSARIO;F;1;13,319637;38,098779
2018-10-26;13:00;VIA CILEA FRANCESCO , 54;F;2;13,337133;38,136677
2018-10-25;17:20;VIA PRINCIPE DI BELMONTE , 55;C;;13,359796;38,125049
2018-10-29;14:00;VIA PARLATORE FILIPPO , 62;C;;13,342991;38,126396
2018-10-20;20:35;PIAZZA CASTELNUOVO , 50;C;;13,354755;38,124936
2018-10-26;14:05;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA SAURO NAZARIO;F;1;13,329401;38,12574
2018-10-26;14:30;VIALE REGIONE SICILIANA S.E. , 1843;F;1;13,343415;38,090235
2018-10-26;16:30;PIAZZA STURZO LUIGI , 37;R;;13,357932;38,126271
2018-10-26;16:30;CORSO TUKORY altezza (spec.) porta s.agata;F;1;13,359868;38,108788
2018-10-27;00:30;VIA ARIOSTO LUDOVICO intersezione con VIA LEOPARDI GIACOMO;F;2;13,345724;38,134391
2018-10-27;03:00;CORSO RE RUGGERO altezza (spec.) villa D'Orleans;F;1;13,353488;38,109343
2018-10-27;08:25;VIALE DEI PICCIOTTI ,  3A;F;2;13,38518;38,10346
2018-10-27;11:00;VIA PANTELLERIA intersezione con VIA GERMANIA;C;;13,324489;38,157527
2018-10-27;16:30;PIAZZA STURZO LUIGI ,  41;C;;13,357932;38,126271
2018-10-27;19:00;PIAZZA CASTELNUOVO , 50;F;1;13,354755;38,124936
2018-10-28;17:15;VIALE DE GASPERI ALCIDE , 34;F;1;13,336845;38,150351
2018-10-29;00:30;VIA MONTEPELLEGRINO , 61;C;;13,358774;38,137118
2018-10-29;04:00;VIA S.CIRO , 59;F;1;13,36032;38,126313
2018-10-28;11:50;VIA PITRE' GIUSEPPE altezza (spec.) VIA G. DE MARCO;F;1;13,311556;38,109375
2018-10-29;07:00;VIA BOITO ARRIGO intersezione con VIA CIMAROSA DOMENICO;F;1;13,341218;38,129266
2018-10-29;09:55;VIA NEBRODI(DEI) , 48;F;1;13,331147;38,146587
2018-10-29;11:10;CORSO CALATAFIMI , 848;C;;13,317124;38,097566
2018-10-29;13:20;VIA DELLA LIBERTA' intersezione con VIA UGDULENA GREGORIO;F;2;13,345627;38,139962
2018-10-29;13:15;VIALE LEONARDO DA VINCI a mt. 50;F;1;13,320648;38,126896
2018-10-29;16:10;VIA COSTA ANDREA , 3;C;;13,361068;38,085494
2018-10-29;16:00;VIA MESSINA MARINE , 365;F;1;13,392442;38,103612
2018-10-29;18:00;CORSO CALATAFIMI , 1059h;F;2;13,311583;38,095735
2018-10-29;19:30;VIA CROCE BENEDETTO , 45;C;;13,321126;38,118382
2018-10-25;18:40;CORSO TUKORY , 274;C;;13,355863;38,107782
2018-10-30;08:00;VIALE DELLE MAGNOLIE , 2;C;;13,341229;38,140986
2018-10-30;09:00;CORSO CALATAFIMI intersezione con VIA POLLACI GIUSEPPE;F;1;13,329836;38,102849
2018-10-24;08:35;VIA DAMIANI ALMEJDA altezza (inters.) VIA SALINAS ANTONINO;F;1;13,345235;38,130729
2018-10-29;15:30;VIALE GIULIANO BORIS , 35;C;;13,342212;38,140105
2018-10-25;15:35;VIA MALASPINA , 152;C;;13,338606;38,130306
2018-10-26;16:00;VIA DI BLASI E. GIOVANNI , 48;F;1;13,326166;38,122748
2018-10-26;19:50;VIALE REGIONE SICILIANA altezza (spec.) sottovia BASILE;F;1;13,338897;38,093856
2018-10-29;13:00;VIA VOLTURNO intersezione con PIAZZA VERDI GIUSEPPE;C;;13,356085;38,120181
2018-10-29;14:35;VIALE MICHELANGELO , 1326;C;;13,316208;38,135815
2018-10-30;13:05;VIA BOITO ARRIGO intersezione con VIA CIMAROSA DOMENICO;F;1;13,341209;38,12928
2018-10-28;06:20;VIA GORIZIA altezza (inters.) VIA GARIBALDI;C;;13,367321;38,112524
2018-10-29;11:30;CORSO TUKORY ,  36;F;1;13,36305;38,109565
2018-10-30;14:10;VIA BRUNELLESCHI FILIPPO , 150;F;1;13,314521;38,140815
2018-10-30;15:00;VIA NINA SICILIANA altezza (spec.) PARCHEG. EMIRI;F;1;13,331926;38,115508
2018-10-30;16:30;VIA POLO MARCO , 39;F;1;13,347566;38,117003
2018-10-30;18:10;VIA NOCE , 95;F;2;13,335768;38,120961
2018-10-30;20:15;VIA BORREMANS GUGLIELMO intersezione con VIALE GALILEO GALILEI;F;1;13,333937;38,13258
2018-10-30;21:00;VIA SERRADIFALCO ,  190;F;1;13,337738;38,126808
2018-10-30;11:15;VIA MARVUGLIA VENANZIO , 72/74;F;1;13,360026;38,138663
2018-10-31;07:50;VIA MORMINO IGNAZIO intersezione con VIA LANZA DI SCALEA GIUSEPPE;F;1;13,310692;38,175307
2018-10-31;10:30;VIA BESIO GIACOMO , 55;F;2;13,311656;38,137331
2018-10-31;06:45;VIALE REGIONE SICILIANA , 3260;F;2;13,32962;38,132876
2018-10-31;08:25;VIALE MICHELANGELO , 713;C;;13,322064;38,137885
2018-10-31;13:40;CORSO CALATAFIMI , 84;F;1;13,347668;38,109978
2018-10-31;13:40;VIA PALMERINO , 8;F;2;13,337866;38,100532
2018-10-31;14:35;VIA ASPROMONTE , civici 97;C;;13,331971;38,14187
2018-10-29;13:20;VIALE MARGHERITA DI SAVOIA ,  123 A;C;;13,336817;38,17398
2018-10-29;16:00;VIA S.MARIA DI GESU' , 25;C;;13,37344;38,091751
2018-10-31;16:50;VIA DELL'ORSA MINORE intersezione con VIA BELMONTE CHIAVELLI;F;1;13,368659;38,095251
2018-10-29;15:00;LARGO CAMPOFIORITO , 3;C;;13,297918;38,126964
2018-10-29;13:20;VIA ALTOFONTE , 91/G;C;;13,335041;38,094092
2018-10-29;16:45;VIA GRAF ARTURO , 2 B;C;;13,327664;38,12629
2018-09-27;10:00;PIAZZA SCAFFA intersezione CORSO DEI MILLE;C;;13,377162;38,103887
2018-10-24;11:30;VIA ROMA intersezione VIA CAVOUR CAMILLO;C;;13,360723;38,121986
2018-10-31;19:45;VIALE REGIONE SICILIANA N.O. pressi via Pitr?;F;3;13,329593;38,11051
2018-10-31;23:00;PIAZZA NASCE' FRANCESCO intersezione con VIA MAZZINI;C;;13,356314;38,127916
2018-11-01;01:20;PIAZZA LEONI intersezione con VIALE DIANA;F;1;13,343799;38,146789
2018-11-01;03:10;VIA QUINTA CASA intersezione con VIA DEI CANTIERI;F;3;13,363456;38,137128
2018-11-01;09:15;VIA DUCA DELLA VERDURA intersezione con VIA TOSELLI PIETRO MAGG.;F;1;13,353419;38,134596
2018-11-01;13:30;VIA ROMA , 96;F;1;13,36506;38,113383
2018-11-01;15:00;VIA PEREZ FRANCESCO PAOLO altezza (inters.) VIA ERRANTE VINCENZO;F;3;13,365143;38,107922
2018-11-01;22:55;VIA SCIUTI GIUSEPPE intersezione con VIALE DELLE MAGNOLIE;F;1;13,338262;38,140284
2018-11-02;09:30;VIALE REGIONE SICILIANA N.O. carr. laterale DIR.CT N? 1480;F;1;13,329012;38,11938
